Görüntü URL,Sonuç
https://cdn.pixabay.com/photo/2017/05/22/07/20/press-2333329_640.jpg,İnsan var
https://cdn.pixabay.com/photo/2020/04/22/05/25/grand-central-terminal-5075970_640.jpg,İnsan var
https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1t07Df.img?w=460&h=340&m=6,İnsan yok
https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1sZtwg.img?w=768&h=432&m=6&x=520&y=111&s=102&d=102https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1t0nqK.img?w=460&h=340&m=6,İnsan var
https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1t0Dmo.img?w=768&h=764&m=6&x=451&y=558&s=651&d=256https://www.bmw.com.tr/content/dam/bmw/common/all-models/3-series/sedan/2022/highlights/bmw-3-series-sedan-sp-desktop.jpg/jcr:content/renditions/cq5dam.resized.img.1680.large.time1651158408008.jpghttps://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1t070C.img?w=750&h=422&m=6&x=229&y=55&s=290&d=183https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1sYDqa.img?w=750&h=422&m=6&x=316&y=116&s=155&d=155https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1t07Df.img?w=460&h=340&m=6,İnsan yok
